5548|1062|豬五花丼飯|100|
5549|1062|牛五花丼飯|120|
5550|1062|雞腿排丼飯|110|
5551|1062|炸豬排丼飯|110|
5552|1062|炸雞排丼飯|110|
5553|1062|牛五花咖哩丼|130|
5554|1063|豬五花咖哩|90|
5555|1063|雞腿排咖哩|100|
5556|1063|炸豬排咖哩|100|
5557|1063|炸雞排咖哩|100|
5558|1063|牛五花咖哩|115|
5559|1063|麻婆豆腐咖哩|115|
5560|1063|綠咖哩雞咖哩|115|
5561|1064|麻婆豆腐飯|80|
5562|1064|麻婆豆腐豬五花飯|100|
5563|1064|麻婆豆腐雞腿排飯|110|
5564|1064|麻婆豆腐炸豬排飯|110|
5565|1064|麻婆豆腐炸雞排飯|110|
5566|1064|麻婆豆腐牛五花飯|120|
5567|1064|麻婆豆腐咖哩飯|120|
